Year,Month,Code_machine,family_pf,recipe_key,quantity_produced_ton,qty_bon_choix_ton,qty_autre_choix_ton,pct_bon_choix,ingredient,ratio_kg_per_ton,quantity_actual_kg,consumption_reelle_kg,quantity_theoretical_kg,ecart_kg,ecart_reel_vs_recette_kg,ecart_pct_recette
2017,1,0102MPM3,Cannelure (Fluting),Fluting_PM3,1811.5529999999999,1809.155,2.398,99.87,Fiber ratio,1.204,0.0,0.0,2181.11,-2181.11,-2181.11,-100.0
2017,1,0102MPM3,Cannelure (Fluting),Fluting_PM3,1811.5529999999999,1809.155,2.398,99.87,waste paper Ratio,1.204,-1287.77,1287.77,2181.11,-3468.88,-893.34,-40.96
2017,1,0102MPM3,Cannelure (Fluting),Fluting_PM3,1811.5529999999999,1809.155,2.398,99.87,Starch cationic ratio,33.0,0.0,0.0,59781.25,-59781.25,-59781.25,-100.0
2017,1,0102MPM3,Cannelure (Fluting),Fluting_PM3,1811.5529999999999,1809.155,2.398,99.87,Biocide ratio,0.15,0.0,0.0,271.73,-271.73,-271.73,-100.0
2017,1,0102MPM3,Cannelure (Fluting),Fluting_PM3,1811.5529999999999,1809.155,2.398,99.87,defoamer ratio (Defoamer 1 (afranil)),0.5,-940.0,940.0,905.78,-1845.78,34.22,3.78
2017,1,0102MPM3,Cannelure (Fluting),Fluting_PM3,1811.5529999999999,1809.155,2.398,99.87,Defoamer 2 (Erol),1.5,0.0,0.0,2717.33,-2717.33,-2717.33,-100.0
2017,1,0102MPM3,Cannelure (Fluting),Fluting_PM3,1811.5529999999999,1809.155,2.398,99.87,Retention aids ratio,0.37,0.0,0.0,670.27,-670.27,-670.27,-100.0
2017,1,0102MPM3,Cannelure (Fluting),Fluting_PM3,1811.5529999999999,1809.155,2.398,99.87,Krofta Polymer ratio,0.37,0.0,0.0,670.27,-670.27,-670.27,-100.0
2017,1,0102MPM3,TestLiner,Testliner,120.652,118.83,1.822,98.49,Fiber ratio,1.204,0.0,0.0,145.27,-145.27,-145.27,-100.0
2017,1,0102MPM3,TestLiner,Testliner,120.652,118.83,1.822,98.49,waste paper Ratio,1.204,-1287.77,1287.77,145.27,-1433.04,1142.5,786.5
2017,1,0102MPM3,TestLiner,Testliner,120.652,118.83,1.822,98.49,Starch cationic ratio,33.0,0.0,0.0,3981.52,-3981.52,-3981.52,-100.0
2017,1,0102MPM3,TestLiner,Testliner,120.652,118.83,1.822,98.49,Biocide ratio,0.15,0.0,0.0,18.1,-18.1,-18.1,-100.0
2017,1,0102MPM3,TestLiner,Testliner,120.652,118.83,1.822,98.49,defoamer ratio (Defoamer 1 (afranil)),0.5,-940.0,940.0,60.33,-1000.33,879.67,1458.2
2017,1,0102MPM3,TestLiner,Testliner,120.652,118.83,1.822,98.49,Defoamer 2 (Erol),1.5,0.0,0.0,180.98,-180.98,-180.98,-100.0
2017,1,0102MPM3,TestLiner,Testliner,120.652,118.83,1.822,98.49,Retention aids ratio,0.37,0.0,0.0,44.64,-44.64,-44.64,-100.0
2017,1,0102MPM3,TestLiner,Testliner,120.652,118.83,1.822,98.49,Krofta Polymer ratio,0.37,0.0,0.0,44.64,-44.64,-44.64,-100.0
2017,1,0102MPM3,TestLiner,Testliner,120.652,118.83,1.822,98.49,Sizing PPO (Agent de collage),3.5,0.0,0.0,422.28,-422.28,-422.28,-100.0
2017,1,0102MPM3,TestLiner,Testliner,120.652,118.83,1.822,98.49,PAC,3.5,0.0,0.0,422.28,-422.28,-422.28,-100.0
2017,1,0102MPM3,TestLiner Coloré,Test coloré,159.369,159.369,0.0,100.0,Fiber ratio,1.204,0.0,0.0,191.88,-191.88,-191.88,-100.0
2017,1,0102MPM3,TestLiner Coloré,Test coloré,159.369,159.369,0.0,100.0,waste paper Ratio,1.204,-1287.77,1287.77,191.88,-1479.65,1095.89,571.13
2017,1,0102MPM3,TestLiner Coloré,Test coloré,159.369,159.369,0.0,100.0,Starch cationic ratio,33.0,0.0,0.0,5259.18,-5259.18,-5259.18,-100.0
2017,1,0102MPM3,TestLiner Coloré,Test coloré,159.369,159.369,0.0,100.0,Dye ratio (Wet end),5.5,-1140.0,1140.0,876.53,-2016.53,263.47,30.06
2017,1,0102MPM3,TestLiner Coloré,Test coloré,159.369,159.369,0.0,100.0,Size Press,14.0,0.0,0.0,2231.17,-2231.17,-2231.17,-100.0
2017,1,0102MPM3,TestLiner Coloré,Test coloré,159.369,159.369,0.0,100.0,Biocide ratio,0.15,0.0,0.0,23.91,-23.91,-23.91,-100.0
2017,1,0102MPM3,TestLiner Coloré,Test coloré,159.369,159.369,0.0,100.0,defoamer ratio (Defoamer 1 (afranil)),0.5,-940.0,940.0,79.68,-1019.68,860.32,1079.65
2017,1,0102MPM3,TestLiner Coloré,Test coloré,159.369,159.369,0.0,100.0,Defoamer 2 (Erol),1.5,0.0,0.0,239.05,-239.05,-239.05,-100.0
2017,1,0102MPM3,TestLiner Coloré,Test coloré,159.369,159.369,0.0,100.0,Retention aids ratio,0.37,0.0,0.0,58.97,-58.97,-58.97,-100.0
2017,1,0102MPM3,TestLiner Coloré,Test coloré,159.369,159.369,0.0,100.0,Krofta Polymer ratio,0.37,0.0,0.0,58.97,-58.97,-58.97,-100.0
2017,1,0102MPM3,TestLiner Coloré,Test coloré,159.369,159.369,0.0,100.0,Sizing PPO (Agent de collage),3.5,0.0,0.0,557.79,-557.79,-557.79,-100.0
2017,1,0102MPM3,TestLiner Coloré,Test coloré,159.369,159.369,0.0,100.0,PAC,3.5,0.0,0.0,557.79,-557.79,-557.79,-100.0
2017,2,0102MPM2,Kraft pour sacs,Kraft_PM2,1707.054,1702.632,4.422,99.74,Pulp Ratio,0.82,-284.4,284.4,1399.78,-1684.19,-1115.38,-79.68
2017,2,0102MPM2,Kraft pour sacs,Kraft_PM2,1707.054,1702.632,4.422,99.74,Standard Pulp ratio,0.5493999999999999,0.0,0.0,937.86,-937.86,-937.86,-100.0
2017,2,0102MPM2,Kraft pour sacs,Kraft_PM2,1707.054,1702.632,4.422,99.74,Flocon pulp ratio,0.27060000000000006,-776.21,776.21,461.93,-1238.14,314.28,68.04
2017,2,0102MPM2,Kraft pour sacs,Kraft_PM2,1707.054,1702.632,4.422,99.74,Fiber ratio,1.1,0.0,0.0,1877.76,-1877.76,-1877.76,-100.0
2017,2,0102MPM2,Kraft pour sacs,Kraft_PM2,1707.054,1702.632,4.422,99.74,waste paper Ratio,0.28,-272.14,272.14,477.98,-750.11,-205.84,-43.07
2017,2,0102MPM2,Kraft pour sacs,Kraft_PM2,1707.054,1702.632,4.422,99.74,Starch cationic ratio,26.0,0.0,0.0,44383.4,-44383.4,-44383.4,-100.0
2017,2,0102MPM2,Kraft pour sacs,Kraft_PM2,1707.054,1702.632,4.422,99.74,Biocide ratio,0.15,0.0,0.0,256.06,-256.06,-256.06,-100.0
2017,2,0102MPM2,Kraft pour sacs,Kraft_PM2,1707.054,1702.632,4.422,99.74,defoamer ratio (Defoamer 1 (afranil)),1.5,0.0,0.0,2560.58,-2560.58,-2560.58,-100.0
2017,2,0102MPM2,Kraft pour sacs,Kraft_PM2,1707.054,1702.632,4.422,99.74,Retention aids ratio,0.27,0.0,0.0,460.9,-460.9,-460.9,-100.0
2017,2,0102MPM2,Kraft pour sacs,Kraft_PM2,1707.054,1702.632,4.422,99.74,Krofta Polymer ratio,0.25,0.0,0.0,426.76,-426.76,-426.76,-100.0
2017,2,0102MPM2,Kraft pour sacs,Kraft_PM2,1707.054,1702.632,4.422,99.74,Prestige cleaning aids Ratio (prestige),0.4,0.0,0.0,682.82,-682.82,-682.82,-100.0
2017,2,0102MPM2,Kraft pour sacs,Kraft_PM2,1707.054,1702.632,4.422,99.74,Sizing Kraft (Agent collage ASA),3.2,-7.66,7.66,5462.57,-5470.23,-5454.91,-99.86
2017,2,0102MPM3,Cannelure (Fluting),Fluting_PM3,1524.77,1521.681,3.089,99.8,Fiber ratio,1.204,0.0,0.0,1835.82,-1835.82,-1835.82,-100.0
2017,2,0102MPM3,Cannelure (Fluting),Fluting_PM3,1524.77,1521.681,3.089,99.8,waste paper Ratio,1.204,-1050.86,1050.86,1835.82,-2886.69,-784.96,-42.76
2017,2,0102MPM3,Cannelure (Fluting),Fluting_PM3,1524.77,1521.681,3.089,99.8,Starch cationic ratio,33.0,0.0,0.0,50317.41,-50317.41,-50317.41,-100.0
2017,2,0102MPM3,Cannelure (Fluting),Fluting_PM3,1524.77,1521.681,3.089,99.8,Biocide ratio,0.15,0.0,0.0,228.72,-228.72,-228.72,-100.0
2017,2,0102MPM3,Cannelure (Fluting),Fluting_PM3,1524.77,1521.681,3.089,99.8,defoamer ratio (Defoamer 1 (afranil)),0.5,0.0,0.0,762.38,-762.38,-762.38,-100.0
2017,2,0102MPM3,Cannelure (Fluting),Fluting_PM3,1524.77,1521.681,3.089,99.8,Defoamer 2 (Erol),1.5,0.0,0.0,2287.15,-2287.15,-2287.15,-100.0
2017,2,0102MPM3,Cannelure (Fluting),Fluting_PM3,1524.77,1521.681,3.089,99.8,Retention aids ratio,0.37,0.0,0.0,564.16,-564.16,-564.16,-100.0
2017,2,0102MPM3,Cannelure (Fluting),Fluting_PM3,1524.77,1521.681,3.089,99.8,Krofta Polymer ratio,0.37,0.0,0.0,564.16,-564.16,-564.16,-100.0
2017,2,0102MPM3,TestLiner,Testliner,57.809,57.809,0.0,100.0,Fiber ratio,1.204,0.0,0.0,69.6,-69.6,-69.6,-100.0
2017,2,0102MPM3,TestLiner,Testliner,57.809,57.809,0.0,100.0,waste paper Ratio,1.204,-1050.86,1050.86,69.6,-1120.47,981.26,1409.82
2017,2,0102MPM3,TestLiner,Testliner,57.809,57.809,0.0,100.0,Starch cationic ratio,33.0,0.0,0.0,1907.7,-1907.7,-1907.7,-100.0
2017,2,0102MPM3,TestLiner,Testliner,57.809,57.809,0.0,100.0,Biocide ratio,0.15,0.0,0.0,8.67,-8.67,-8.67,-100.0
2017,2,0102MPM3,TestLiner,Testliner,57.809,57.809,0.0,100.0,defoamer ratio (Defoamer 1 (afranil)),0.5,0.0,0.0,28.9,-28.9,-28.9,-100.0
2017,2,0102MPM3,TestLiner,Testliner,57.809,57.809,0.0,100.0,Defoamer 2 (Erol),1.5,0.0,0.0,86.71,-86.71,-86.71,-100.0
2017,2,0102MPM3,TestLiner,Testliner,57.809,57.809,0.0,100.0,Retention aids ratio,0.37,0.0,0.0,21.39,-21.39,-21.39,-100.0
2017,2,0102MPM3,TestLiner,Testliner,57.809,57.809,0.0,100.0,Krofta Polymer ratio,0.37,0.0,0.0,21.39,-21.39,-21.39,-100.0
2017,2,0102MPM3,TestLiner,Testliner,57.809,57.809,0.0,100.0,Sizing PPO (Agent de collage),3.5,0.0,0.0,202.33,-202.33,-202.33,-100.0
2017,2,0102MPM3,TestLiner,Testliner,57.809,57.809,0.0,100.0,PAC,3.5,0.0,0.0,202.33,-202.33,-202.33,-100.0
2017,2,0102MPM3,TestLiner Coloré,Test coloré,274.06699999999995,272.715,1.352,99.51,Fiber ratio,1.204,0.0,0.0,329.98,-329.98,-329.98,-100.0
2017,2,0102MPM3,TestLiner Coloré,Test coloré,274.06699999999995,272.715,1.352,99.51,waste paper Ratio,1.204,-1050.86,1050.86,329.98,-1380.84,720.89,218.47
2017,2,0102MPM3,TestLiner Coloré,Test coloré,274.06699999999995,272.715,1.352,99.51,Starch cationic ratio,33.0,0.0,0.0,9044.21,-9044.21,-9044.21,-100.0
2017,2,0102MPM3,TestLiner Coloré,Test coloré,274.06699999999995,272.715,1.352,99.51,Dye ratio (Wet end),5.5,-2120.0,2120.0,1507.37,-3627.37,612.63,40.64
2017,2,0102MPM3,TestLiner Coloré,Test coloré,274.06699999999995,272.715,1.352,99.51,Size Press,14.0,0.0,0.0,3836.94,-3836.94,-3836.94,-100.0
2017,2,0102MPM3,TestLiner Coloré,Test coloré,274.06699999999995,272.715,1.352,99.51,Biocide ratio,0.15,0.0,0.0,41.11,-41.11,-41.11,-100.0
2017,2,0102MPM3,TestLiner Coloré,Test coloré,274.06699999999995,272.715,1.352,99.51,defoamer ratio (Defoamer 1 (afranil)),0.5,0.0,0.0,137.03,-137.03,-137.03,-100.0
2017,2,0102MPM3,TestLiner Coloré,Test coloré,274.06699999999995,272.715,1.352,99.51,Defoamer 2 (Erol),1.5,0.0,0.0,411.1,-411.1,-411.1,-100.0
2017,2,0102MPM3,TestLiner Coloré,Test coloré,274.06699999999995,272.715,1.352,99.51,Retention aids ratio,0.37,0.0,0.0,101.4,-101.4,-101.4,-100.0
2017,2,0102MPM3,TestLiner Coloré,Test coloré,274.06699999999995,272.715,1.352,99.51,Krofta Polymer ratio,0.37,0.0,0.0,101.4,-101.4,-101.4,-100.0
2017,2,0102MPM3,TestLiner Coloré,Test coloré,274.06699999999995,272.715,1.352,99.51,Sizing PPO (Agent de collage),3.5,0.0,0.0,959.23,-959.23,-959.23,-100.0
2017,2,0102MPM3,TestLiner Coloré,Test coloré,274.06699999999995,272.715,1.352,99.51,PAC,3.5,0.0,0.0,959.23,-959.23,-959.23,-100.0
2017,3,,Kraft pour sacs,Kraft_PM2,1.788,1.788,0.0,100.0,Pulp Ratio,0.82,0.0,0.0,1.47,-1.47,-1.47,-100.0
2017,3,,Kraft pour sacs,Kraft_PM2,1.788,1.788,0.0,100.0,Standard Pulp ratio,0.5493999999999999,0.0,0.0,0.98,-0.98,-0.98,-100.0
2017,3,,Kraft pour sacs,Kraft_PM2,1.788,1.788,0.0,100.0,Flocon pulp ratio,0.27060000000000006,0.0,0.0,0.48,-0.48,-0.48,-100.0
2017,3,,Kraft pour sacs,Kraft_PM2,1.788,1.788,0.0,100.0,Fiber ratio,1.1,0.0,0.0,1.97,-1.97,-1.97,-100.0
2017,3,,Kraft pour sacs,Kraft_PM2,1.788,1.788,0.0,100.0,waste paper Ratio,0.28,0.0,0.0,0.5,-0.5,-0.5,-100.0
2017,3,,Kraft pour sacs,Kraft_PM2,1.788,1.788,0.0,100.0,Starch cationic ratio,26.0,0.0,0.0,46.49,-46.49,-46.49,-100.0
2017,3,,Kraft pour sacs,Kraft_PM2,1.788,1.788,0.0,100.0,Biocide ratio,0.15,0.0,0.0,0.27,-0.27,-0.27,-100.0
2017,3,,Kraft pour sacs,Kraft_PM2,1.788,1.788,0.0,100.0,defoamer ratio (Defoamer 1 (afranil)),1.5,0.0,0.0,2.68,-2.68,-2.68,-100.0
2017,3,,Kraft pour sacs,Kraft_PM2,1.788,1.788,0.0,100.0,Retention aids ratio,0.27,0.0,0.0,0.48,-0.48,-0.48,-100.0
2017,3,,Kraft pour sacs,Kraft_PM2,1.788,1.788,0.0,100.0,Krofta Polymer ratio,0.25,0.0,0.0,0.45,-0.45,-0.45,-100.0
2017,3,,Kraft pour sacs,Kraft_PM2,1.788,1.788,0.0,100.0,Prestige cleaning aids Ratio (prestige),0.4,0.0,0.0,0.72,-0.72,-0.72,-100.0
2017,3,,Kraft pour sacs,Kraft_PM2,1.788,1.788,0.0,100.0,Sizing Kraft (Agent collage ASA),3.2,0.0,0.0,5.72,-5.72,-5.72,-100.0
2017,3,0102MPM2,Kraft pour sacs,Kraft_PM2,3019.952,3018.942,1.01,99.97,Pulp Ratio,0.82,-584.4,584.4,2476.36,-3060.76,-1891.96,-76.4
2017,3,0102MPM2,Kraft pour sacs,Kraft_PM2,3019.952,3018.942,1.01,99.97,Standard Pulp ratio,0.5493999999999999,0.0,0.0,1659.16,-1659.16,-1659.16,-100.0
2017,3,0102MPM2,Kraft pour sacs,Kraft_PM2,3019.952,3018.942,1.01,99.97,Flocon pulp ratio,0.27060000000000006,-1554.59,1554.59,817.2,-2371.79,737.39,90.23
2017,3,0102MPM2,Kraft pour sacs,Kraft_PM2,3019.952,3018.942,1.01,99.97,Fiber ratio,1.1,0.0,0.0,3321.95,-3321.95,-3321.95,-100.0
2017,3,0102MPM2,Kraft pour sacs,Kraft_PM2,3019.952,3018.942,1.01,99.97,waste paper Ratio,0.28,-339.0,339.0,845.59,-1184.59,-506.59,-59.91
2017,3,0102MPM2,Kraft pour sacs,Kraft_PM2,3019.952,3018.942,1.01,99.97,Starch cationic ratio,26.0,0.0,0.0,78518.75,-78518.75,-78518.75,-100.0
2017,3,0102MPM2,Kraft pour sacs,Kraft_PM2,3019.952,3018.942,1.01,99.97,Biocide ratio,0.15,0.0,0.0,452.99,-452.99,-452.99,-100.0
2017,3,0102MPM2,Kraft pour sacs,Kraft_PM2,3019.952,3018.942,1.01,99.97,defoamer ratio (Defoamer 1 (afranil)),1.5,0.0,0.0,4529.93,-4529.93,-4529.93,-100.0
2017,3,0102MPM2,Kraft pour sacs,Kraft_PM2,3019.952,3018.942,1.01,99.97,Retention aids ratio,0.27,0.0,0.0,815.39,-815.39,-815.39,-100.0
2017,3,0102MPM2,Kraft pour sacs,Kraft_PM2,3019.952,3018.942,1.01,99.97,Krofta Polymer ratio,0.25,0.0,0.0,754.99,-754.99,-754.99,-100.0
2017,3,0102MPM2,Kraft pour sacs,Kraft_PM2,3019.952,3018.942,1.01,99.97,Prestige cleaning aids Ratio (prestige),0.4,0.0,0.0,1207.98,-1207.98,-1207.98,-100.0
2017,3,0102MPM2,Kraft pour sacs,Kraft_PM2,3019.952,3018.942,1.01,99.97,Sizing Kraft (Agent collage ASA),3.2,-8.98,8.98,9663.85,-9672.83,-9654.87,-99.91
2017,3,0102MPM3,Cannelure (Fluting),Fluting_PM3,1631.478,1631.478,0.0,100.0,Fiber ratio,1.204,0.0,0.0,1964.3,-1964.3,-1964.3,-100.0
2017,3,0102MPM3,Cannelure (Fluting),Fluting_PM3,1631.478,1631.478,0.0,100.0,waste paper Ratio,1.204,-1000.0,1000.0,1964.3,-2964.3,-964.3,-49.09
2017,3,0102MPM3,Cannelure (Fluting),Fluting_PM3,1631.478,1631.478,0.0,100.0,Starch cationic ratio,33.0,0.0,0.0,53838.77,-53838.77,-53838.77,-100.0
2017,3,0102MPM3,Cannelure (Fluting),Fluting_PM3,1631.478,1631.478,0.0,100.0,Biocide ratio,0.15,0.0,0.0,244.72,-244.72,-244.72,-100.0
2017,3,0102MPM3,Cannelure (Fluting),Fluting_PM3,1631.478,1631.478,0.0,100.0,defoamer ratio (Defoamer 1 (afranil)),0.5,0.0,0.0,815.74,-815.74,-815.74,-100.0
2017,3,0102MPM3,Cannelure (Fluting),Fluting_PM3,1631.478,1631.478,0.0,100.0,Defoamer 2 (Erol),1.5,0.0,0.0,2447.22,-2447.22,-2447.22,-100.0
2017,3,0102MPM3,Cannelure (Fluting),Fluting_PM3,1631.478,1631.478,0.0,100.0,Retention aids ratio,0.37,0.0,0.0,603.65,-603.65,-603.65,-100.0
2017,3,0102MPM3,Cannelure (Fluting),Fluting_PM3,1631.478,1631.478,0.0,100.0,Krofta Polymer ratio,0.37,-758.0,758.0,603.65,-1361.65,154.35,25.57
2017,3,0102MPM3,TestLiner,Testliner,119.433,119.433,0.0,100.0,Fiber ratio,1.204,0.0,0.0,143.8,-143.8,-143.8,-100.0
2017,3,0102MPM3,TestLiner,Testliner,119.433,119.433,0.0,100.0,waste paper Ratio,1.204,-1000.0,1000.0,143.8,-1143.8,856.2,595.42
2017,3,0102MPM3,TestLiner,Testliner,119.433,119.433,0.0,100.0,Starch cationic ratio,33.0,0.0,0.0,3941.29,-3941.29,-3941.29,-100.0
2017,3,0102MPM3,TestLiner,Testliner,119.433,119.433,0.0,100.0,Biocide ratio,0.15,0.0,0.0,17.91,-17.91,-17.91,-100.0
2017,3,0102MPM3,TestLiner,Testliner,119.433,119.433,0.0,100.0,defoamer ratio (Defoamer 1 (afranil)),0.5,0.0,0.0,59.72,-59.72,-59.72,-100.0
2017,3,0102MPM3,TestLiner,Testliner,119.433,119.433,0.0,100.0,Defoamer 2 (Erol),1.5,0.0,0.0,179.15,-179.15,-179.15,-100.0
2017,3,0102MPM3,TestLiner,Testliner,119.433,119.433,0.0,100.0,Retention aids ratio,0.37,0.0,0.0,44.19,-44.19,-44.19,-100.0
2017,3,0102MPM3,TestLiner,Testliner,119.433,119.433,0.0,100.0,Krofta Polymer ratio,0.37,-758.0,758.0,44.19,-802.19,713.81,1615.31
2017,3,0102MPM3,TestLiner,Testliner,119.433,119.433,0.0,100.0,Sizing PPO (Agent de collage),3.5,0.0,0.0,418.02,-418.02,-418.02,-100.0
2017,3,0102MPM3,TestLiner,Testliner,119.433,119.433,0.0,100.0,PAC,3.5,0.0,0.0,418.02,-418.02,-418.02,-100.0
2017,3,0102MPM3,TestLiner Coloré,Test coloré,370.563,369.878,0.685,99.82,Fiber ratio,1.204,0.0,0.0,446.16,-446.16,-446.16,-100.0
2017,3,0102MPM3,TestLiner Coloré,Test coloré,370.563,369.878,0.685,99.82,waste paper Ratio,1.204,-1000.0,1000.0,446.16,-1446.16,553.84,124.14
2017,3,0102MPM3,TestLiner Coloré,Test coloré,370.563,369.878,0.685,99.82,Starch cationic ratio,33.0,0.0,0.0,12228.58,-12228.58,-12228.58,-100.0
2017,3,0102MPM3,TestLiner Coloré,Test coloré,370.563,369.878,0.685,99.82,Dye ratio (Wet end),5.5,-2820.0,2820.0,2038.1,-4858.1,781.9,38.36
2017,3,0102MPM3,TestLiner Coloré,Test coloré,370.563,369.878,0.685,99.82,Size Press,14.0,0.0,0.0,5187.88,-5187.88,-5187.88,-100.0
2017,3,0102MPM3,TestLiner Coloré,Test coloré,370.563,369.878,0.685,99.82,Biocide ratio,0.15,0.0,0.0,55.58,-55.58,-55.58,-100.0
2017,3,0102MPM3,TestLiner Coloré,Test coloré,370.563,369.878,0.685,99.82,defoamer ratio (Defoamer 1 (afranil)),0.5,0.0,0.0,185.28,-185.28,-185.28,-100.0
2017,3,0102MPM3,TestLiner Coloré,Test coloré,370.563,369.878,0.685,99.82,Defoamer 2 (Erol),1.5,0.0,0.0,555.84,-555.84,-555.84,-100.0
2017,3,0102MPM3,TestLiner Coloré,Test coloré,370.563,369.878,0.685,99.82,Retention aids ratio,0.37,0.0,0.0,137.11,-137.11,-137.11,-100.0
2017,3,0102MPM3,TestLiner Coloré,Test coloré,370.563,369.878,0.685,99.82,Krofta Polymer ratio,0.37,-758.0,758.0,137.11,-895.11,620.89,452.85
2017,3,0102MPM3,TestLiner Coloré,Test coloré,370.563,369.878,0.685,99.82,Sizing PPO (Agent de collage),3.5,0.0,0.0,1296.97,-1296.97,-1296.97,-100.0
2017,3,0102MPM3,TestLiner Coloré,Test coloré,370.563,369.878,0.685,99.82,PAC,3.5,0.0,0.0,1296.97,-1296.97,-1296.97,-100.0
2017,4,0102MPM2,Kraft pour sacs,Kraft_PM2,3225.9719999999998,3225.069,0.903,99.97,Pulp Ratio,0.82,-270.42,270.42,2645.3,-2915.71,-2374.88,-89.78
2017,4,0102MPM2,Kraft pour sacs,Kraft_PM2,3225.9719999999998,3225.069,0.903,99.97,Standard Pulp ratio,0.5493999999999999,0.0,0.0,1772.35,-1772.35,-1772.35,-100.0
2017,4,0102MPM2,Kraft pour sacs,Kraft_PM2,3225.9719999999998,3225.069,0.903,99.97,Flocon pulp ratio,0.27060000000000006,-1492.61,1492.61,872.95,-2365.56,619.66,70.99
2017,4,0102MPM2,Kraft pour sacs,Kraft_PM2,3225.9719999999998,3225.069,0.903,99.97,Fiber ratio,1.1,0.0,0.0,3548.57,-3548.57,-3548.57,-100.0
2017,4,0102MPM2,Kraft pour sacs,Kraft_PM2,3225.9719999999998,3225.069,0.903,99.97,waste paper Ratio,0.28,-416.64,416.64,903.27,-1319.92,-486.63,-53.87
2017,4,0102MPM2,Kraft pour sacs,Kraft_PM2,3225.9719999999998,3225.069,0.903,99.97,Starch cationic ratio,26.0,0.0,0.0,83875.27,-83875.27,-83875.27,-100.0
